config_id,seed,epoch,train_loss,train_acc,val_loss,val_acc,epoch_time
lr0.001_bs64_dr0.1_ls0.0,42,13,0.0746,0.9771,0.1005,0.9700,32.50
lr0.001_bs64_dr0.1_ls0.0,42,14,0.0660,0.9795,0.0808,0.9768,32.48
lr0.001_bs64_dr0.1_ls0.0,42,15,0.0624,0.9807,0.0902,0.9744,32.50
lr0.001_bs64_dr0.1_ls0.0,42,16,0.0601,0.9812,0.0685,0.9798,32.47
lr0.001_bs64_dr0.1_ls0.0,42,17,0.0545,0.9834,0.0701,0.9792,32.49
lr0.001_bs64_dr0.1_ls0.0,42,18,0.0540,0.9831,0.0734,0.9784,32.44
lr0.001_bs64_dr0.1_ls0.0,42,19,0.0508,0.9840,0.0565,0.9834,32.46
lr0.001_bs64_dr0.1_ls0.0,42,20,0.0473,0.9850,0.0650,0.9809,32.48
lr0.001_bs64_dr0.1_ls0.0,42,21,0.0493,0.9852,0.0678,0.9806,32.48
lr0.001_bs64_dr0.1_ls0.0,42,22,0.0449,0.9862,0.0618,0.9823,32.43
lr0.001_bs64_dr0.1_ls0.0,42,23,0.0433,0.9864,0.0599,0.9824,32.43
lr0.001_bs64_dr0.1_ls0.0,42,24,0.0400,0.9877,0.0575,0.9822,32.45
lr0.001_bs64_dr0.1_ls0.0,42,25,0.0404,0.9871,0.0583,0.9828,32.48
lr0.001_bs64_dr0.1_ls0.0,42,26,0.0238,0.9925,0.0390,0.9883,32.45
lr0.001_bs64_dr0.1_ls0.0,42,27,0.0217,0.9932,0.0455,0.9867,32.45
lr0.001_bs64_dr0.1_ls0.0,42,28,0.0211,0.9936,0.0385,0.9895,32.46
lr0.001_bs64_dr0.1_ls0.0,42,29,0.0214,0.9936,0.0402,0.9885,32.48
lr0.001_bs64_dr0.1_ls0.0,42,30,0.0180,0.9943,0.0392,0.9891,32.42
lr0.001_bs64_dr0.1_ls0.0,42,31,0.0179,0.9941,0.0350,0.9895,32.45
lr0.001_bs64_dr0.1_ls0.0,42,32,0.0189,0.9942,0.0429,0.9877,32.43
lr0.001_bs64_dr0.1_ls0.0,42,33,0.0192,0.9940,0.0438,0.9882,32.40
lr0.001_bs64_dr0.1_ls0.0,42,34,0.0185,0.9943,0.0473,0.9869,32.39
lr0.001_bs64_dr0.1_ls0.0,42,35,0.0168,0.9945,0.0314,0.9916,32.38
lr0.001_bs64_dr0.1_ls0.0,42,36,0.0154,0.9952,0.0384,0.9903,32.40
lr0.001_bs64_dr0.1_ls0.0,42,37,0.0157,0.9949,0.0438,0.9885,32.41
lr0.001_bs64_dr0.1_ls0.0,42,38,0.0151,0.9952,0.0331,0.9908,32.39
